0.0 2680
1.17373 3216
1.38317 3752
1.48525 4288
1.77502 4824
1.97974 5360
1.98742 5896
2.09278 6432
2.29728 6968
2.37619 7504
2.58091 8040
2.59803 8576
2.63579 9112
2.70659 9648
2.71603 10184
2.85291 10720
2.91427 11256
3.12371 11792
3.16443 12328
3.20691 12864
3.22579 13400
3.24467 13936
3.32491 14472
3.38155 15008
3.39099 15544
3.47123 16080
3.52787 16616
3.53731 17152
3.74499 17688
3.82051 18224
3.82995 18760
3.87243 19296
3.90547 19832
3.94795 20368
4.00957 20904
4.03317 20904
4.03317 9916
4.96747 9944
4.99107 9972
5.04299 10000
5.09491 10028
5.10435 10056
5.18931 10084
5.22235 10112
5.44595 10140
5.54331 10168
5.61883 10196
5.70851 10224
5.78901 10252
5.80789 10252
5.80789 4556
6.87907 4619
6.98291 4681
7.08675 4742
7.29619 4802
7.43131 4861
7.49739 4920
7.61067 4978
7.90035 5035
8.04491 5092
8.05435 5148
8.12987 5203
8.22899 5258
8.52163 5312
8.53107 5366
8.62547 5419
8.75291 5472
8.96707 5524
9.09747 5576
9.10691 5627
9.21547 5678
9.37123 5728
9.57595 5778
9.68275 5827
9.70163 5876
9.80075 5924
9.94235 5972
10.1359 6020
10.2444 6067
10.2728 6114
10.3908 6160
10.5465 6206
10.7117 6252
10.8392 6297
10.8675 6342
10.9949 6387
11.1743 6431
11.3159 6475
11.448 6519
11.4764 6563
11.6085 6606
11.7926 6649
11.9342 6692
11.9436 6734
12.0805 6776
12.2127 6818
12.2363 6860
12.4109 6901
12.5525 6942
12.6233 6983
12.7036 7024
12.831 7064
12.9443 7104
13.0292 7144
13.1756 7184
13.2416 7223
13.3266 7262
13.4446 7301
13.5579 7340
13.6428 7379
13.775 7417
13.86 7455
13.9402 7493
14.0629 7531
14.1762 7569
14.2564 7606
14.4028 7643
14.4783 7680
14.5585 7717
14.6765 7754
14.686 7791
14.7945 7827
14.8748 7863
15.0211 7899
15.1674 7935
15.1863 7971
15.2996 8007
15.3656 8042
15.4128 8077
15.5025 8112
15.6394 8147
15.7716 8182
15.781 8217
15.8801 8251
15.9509 8285
15.984 8319
16.0831 8353
16.2152 8387
16.3096 8421
16.3191 8455
16.3946 8488
16.4796 8521
